,GO_id,GO_name,GO_kind
2356,GO:0003133,endodermal-mesodermal cell signaling,biological_process
2357,GO:0003134,endodermal-mesodermal cell signaling involved in heart induction,biological_process
2358,GO:0003135,fibroblast growth factor receptor signaling pathway involved in heart induction,biological_process
2359,GO:0003136,negative regulation of heart induction by canonical Wnt signaling pathway,biological_process
2360,GO:0003137,Notch signaling pathway involved in heart induction,biological_process
2361,GO:0003138,primary heart field specification,biological_process
2362,GO:0003139,secondary heart field specification,biological_process
2363,GO:0003140,determination of left/right asymmetry in lateral mesoderm,biological_process
2364,GO:0003141,obsolete transforming growth factor beta receptor signaling pathway involved in determination of lateral mesoderm left/right asymmetry,biological_process
2365,GO:0003142,cardiogenic plate morphogenesis,biological_process
2366,GO:0003143,embryonic heart tube morphogenesis,biological_process
2367,GO:0003144,embryonic heart tube formation,biological_process
2368,GO:0003145,embryonic heart tube formation via epithelial folding,biological_process
2369,GO:0003146,heart jogging,biological_process
2370,GO:0003147,neural crest cell migration involved in heart formation,biological_process
2371,GO:0003148,outflow tract septum morphogenesis,biological_process
2372,GO:0003149,membranous septum morphogenesis,biological_process
2373,GO:0003150,muscular septum morphogenesis,biological_process
2374,GO:0003151,outflow tract morphogenesis,biological_process
2375,GO:0003152,morphogenesis of an epithelial fold involved in embryonic heart tube formation,biological_process
2376,GO:0003153,closure of embryonic heart tube,biological_process
2377,GO:0003154,BMP signaling pathway involved in determination of left/right symmetry,biological_process
2378,GO:0003155,BMP signaling pathway involved in determination of lateral mesoderm left/right asymmetry,biological_process
2379,GO:0003156,regulation of animal organ formation,biological_process
2380,GO:0003157,endocardium development,biological_process
2381,GO:0003158,endothelium development,biological_process
2382,GO:0003159,morphogenesis of an endothelium,biological_process
2383,GO:0003160,endocardium morphogenesis,biological_process
2384,GO:0003161,cardiac conduction system development,biological_process
2385,GO:0003162,atrioventricular node development,biological_process
2386,GO:0003163,sinoatrial node development,biological_process
2387,GO:0003164,His-Purkinje system development,biological_process
2388,GO:0003165,Purkinje myocyte development,biological_process
2389,GO:0003166,bundle of His development,biological_process
2390,GO:0003167,atrioventricular bundle cell differentiation,biological_process
2391,GO:0003168,Purkinje myocyte differentiation,biological_process
2392,GO:0003169,coronary vein morphogenesis,biological_process
2393,GO:0003170,heart valve development,biological_process
2394,GO:0003171,atrioventricular valve development,biological_process
2395,GO:0003172,sinoatrial valve development,biological_process
2396,GO:0003173,ventriculo bulbo valve development,biological_process
2397,GO:0003174,mitral valve development,biological_process
2398,GO:0003175,tricuspid valve development,biological_process
2399,GO:0003176,aortic valve development,biological_process
2400,GO:0003177,pulmonary valve development,biological_process
2401,GO:0003178,coronary sinus valve development,biological_process
2402,GO:0003179,heart valve morphogenesis,biological_process
2403,GO:0003180,aortic valve morphogenesis,biological_process
2404,GO:0003181,atrioventricular valve morphogenesis,biological_process
2405,GO:0003182,coronary sinus valve morphogenesis,biological_process
2406,GO:0003183,mitral valve morphogenesis,biological_process
2407,GO:0003184,pulmonary valve morphogenesis,biological_process
2408,GO:0003185,sinoatrial valve morphogenesis,biological_process
2409,GO:0003186,tricuspid valve morphogenesis,biological_process
2410,GO:0003187,ventriculo bulbo valve morphogenesis,biological_process
2411,GO:0003188,heart valve formation,biological_process
2412,GO:0003189,aortic valve formation,biological_process
2413,GO:0003190,atrioventricular valve formation,biological_process
2414,GO:0003191,coronary sinus valve formation,biological_process
2415,GO:0003192,mitral valve formation,biological_process
2416,GO:0003193,pulmonary valve formation,biological_process
2417,GO:0003194,sinoatrial valve formation,biological_process
2418,GO:0003195,tricuspid valve formation,biological_process
2419,GO:0003196,ventriculo bulbo valve formation,biological_process
2420,GO:0003197,endocardial cushion development,biological_process
2421,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,biological_process
2422,GO:0003199,endocardial cushion to mesenchymal transition involved in heart valve formation,biological_process
2423,GO:0003200,endocardial cushion to mesenchymal transition involved in heart chamber septation,biological_process
2424,GO:0003201,epithelial to mesenchymal transition involved in coronary vasculature morphogenesis,biological_process
2425,GO:0003202,endocardial cushion to mesenchymal transition involved in cardiac skeleton development,biological_process
2426,GO:0003203,endocardial cushion morphogenesis,biological_process
2427,GO:0003204,cardiac skeleton development,biological_process
2428,GO:0003205,cardiac chamber development,biological_process
2429,GO:0003206,cardiac chamber morphogenesis,biological_process
2430,GO:0003207,cardiac chamber formation,biological_process
2431,GO:0003208,cardiac ventricle morphogenesis,biological_process
2432,GO:0003209,cardiac atrium morphogenesis,biological_process
2433,GO:0003210,cardiac atrium formation,biological_process
2434,GO:0003211,cardiac ventricle formation,biological_process
2435,GO:0003212,cardiac left atrium morphogenesis,biological_process
2436,GO:0003213,cardiac right atrium morphogenesis,biological_process
2437,GO:0003214,cardiac left ventricle morphogenesis,biological_process
2438,GO:0003215,cardiac right ventricle morphogenesis,biological_process
2439,GO:0003216,cardiac left atrium formation,biological_process
2440,GO:0003217,cardiac right atrium formation,biological_process
2441,GO:0003218,cardiac left ventricle formation,biological_process
2442,GO:0003219,cardiac right ventricle formation,biological_process
2443,GO:0003220,left ventricular cardiac muscle tissue morphogenesis,biological_process
2444,GO:0003221,right ventricular cardiac muscle tissue morphogenesis,biological_process
2445,GO:0003222,ventricular trabecula myocardium morphogenesis,biological_process
2446,GO:0003223,ventricular compact myocardium morphogenesis,biological_process
2447,GO:0003224,left ventricular compact myocardium morphogenesis,biological_process
2448,GO:0003225,left ventricular trabecular myocardium morphogenesis,biological_process
2449,GO:0003226,right ventricular compact myocardium morphogenesis,biological_process
2450,GO:0003227,right ventricular trabecular myocardium morphogenesis,biological_process
2451,GO:0003228,atrial cardiac muscle tissue development,biological_process
2452,GO:0003229,ventricular cardiac muscle tissue development,biological_process
2453,GO:0003230,cardiac atrium development,biological_process
2454,GO:0003231,cardiac ventricle development,biological_process
2455,GO:0003232,bulbus arteriosus development,biological_process
2456,GO:0003233,bulbus arteriosus morphogenesis,biological_process
2457,GO:0003234,bulbus arteriosus formation,biological_process
2458,GO:0003235,sinus venosus development,biological_process
2459,GO:0003236,sinus venosus morphogenesis,biological_process
2460,GO:0003237,sinus venosus formation,biological_process
2461,GO:0003238,conus arteriosus development,biological_process
2462,GO:0003239,conus arteriosus morphogenesis,biological_process
2463,GO:0003240,conus arteriosus formation,biological_process
2464,GO:0003241,growth involved in heart morphogenesis,biological_process
2465,GO:0003242,cardiac chamber ballooning,biological_process
2466,GO:0003243,circumferential growth involved in left ventricle morphogenesis,biological_process
2467,GO:0003244,radial growth involved in right ventricle morphogenesis,biological_process
2468,GO:0003245,cardiac muscle tissue growth involved in heart morphogenesis,biological_process
2469,GO:0003246,embryonic cardiac muscle cell growth involved in heart morphogenesis,biological_process
2470,GO:0003247,post-embryonic cardiac muscle cell growth involved in heart morphogenesis,biological_process
2471,GO:0003248,heart capillary growth,biological_process
2472,GO:0003249,cell proliferation involved in heart valve morphogenesis,biological_process
2473,GO:0003250,regulation of cell proliferation involved in heart valve morphogenesis,biological_process
2474,GO:0003251,positive regulation of cell proliferation involved in heart valve morphogenesis,biological_process
2475,GO:0003252,negative regulation of cell proliferation involved in heart valve morphogenesis,biological_process
2476,GO:0003253,cardiac neural crest cell migration involved in outflow tract morphogenesis,biological_process
2477,GO:0003254,regulation of membrane depolarization,biological_process
2478,GO:0003255,endocardial precursor cell differentiation,biological_process
2479,GO:0003256,regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation,biological_process
2480,GO:0003257,positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation,biological_process
2481,GO:0003258,regulation of transcription from RNA polymerase II promoter involved in endocardial precursor cell differentiation,biological_process
2482,GO:0003259,cardioblast anterior-lateral migration,biological_process
2483,GO:0003260,cardioblast migration,biological_process
2484,GO:0003261,cardiac muscle progenitor cell migration to the midline involved in heart field formation,biological_process
2485,GO:0003262,endocardial progenitor cell migration to the midline involved in heart field formation,biological_process
2486,GO:0003263,cardioblast proliferation,biological_process
2487,GO:0003264,regulation of cardioblast proliferation,biological_process
2488,GO:0003265,regulation of primary heart field cardioblast proliferation,biological_process
2489,GO:0003266,regulation of secondary heart field cardioblast proliferation,biological_process
2490,GO:0003267,canonical Wnt signaling pathway involved in positive regulation of secondary heart field cardioblast proliferation,biological_process
2491,GO:0003268,fibroblast growth factor receptor signaling pathway involved in regulation of secondary heart field cardioblast proliferation,biological_process
2492,GO:0003269,BMP signaling pathway involved in regulation of secondary heart field cardioblast proliferation,biological_process
2493,GO:0003270,Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation,biological_process
2494,GO:0003271,smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation,biological_process
2495,GO:0003272,endocardial cushion formation,biological_process
2496,GO:0003273,cell migration involved in endocardial cushion formation,biological_process
2497,GO:0003274,endocardial cushion fusion,biological_process
2498,GO:0003275,apoptotic process involved in outflow tract morphogenesis,biological_process
2499,GO:0003276,apoptotic process involved in heart valve morphogenesis,biological_process
2500,GO:0003277,apoptotic process involved in endocardial cushion morphogenesis,biological_process
2501,GO:0003278,apoptotic process involved in heart morphogenesis,biological_process
2502,GO:0003279,cardiac septum development,biological_process
2503,GO:0003281,ventricular septum development,biological_process
2504,GO:0003282,ventricular septum intermedium development,biological_process
2505,GO:0003283,atrial septum development,biological_process
2506,GO:0003284,septum primum development,biological_process
2507,GO:0003285,septum secundum development,biological_process
2508,GO:0003286,atrial septum intermedium development,biological_process
2509,GO:0003288,ventricular septum intermedium morphogenesis,biological_process
2510,GO:0003289,atrial septum primum morphogenesis,biological_process
2511,GO:0003290,atrial septum secundum morphogenesis,biological_process
2512,GO:0003291,atrial septum intermedium morphogenesis,biological_process
2513,GO:0003292,cardiac septum cell differentiation,biological_process
2514,GO:0003293,heart valve cell differentiation,biological_process
2515,GO:0003294,atrial ventricular junction remodeling,biological_process
2516,GO:0003295,cell proliferation involved in atrial ventricular junction remodeling,biological_process
2517,GO:0003296,apoptotic process involved in atrial ventricular junction remodeling,biological_process
2518,GO:0003297,heart wedging,biological_process
2519,GO:0003298,physiological muscle hypertrophy,biological_process
2520,GO:0003299,muscle hypertrophy in response to stress,biological_process
2521,GO:0003300,cardiac muscle hypertrophy,biological_process
2522,GO:0003301,physiological cardiac muscle hypertrophy,biological_process
2523,GO:0003302,transforming growth factor beta receptor signaling pathway involved in heart jogging,biological_process
2524,GO:0003303,BMP signaling pathway involved in heart jogging,biological_process
2525,GO:0003304,myocardial epithelial involution involved in heart jogging,biological_process
2526,GO:0003305,cell migration involved in heart jogging,biological_process
2527,GO:0003306,Wnt signaling pathway involved in heart development,biological_process
2528,GO:0003307,regulation of Wnt signaling pathway involved in heart development,biological_process
2529,GO:0003308,negative regulation of Wnt signaling pathway involved in heart development,biological_process
2530,GO:0003309,type B pancreatic cell differentiation,biological_process
2531,GO:0003310,pancreatic A cell differentiation,biological_process
2532,GO:0003311,pancreatic D cell differentiation,biological_process
2533,GO:0003312,pancreatic PP cell differentiation,biological_process
2534,GO:0003313,heart rudiment development,biological_process
2535,GO:0003314,heart rudiment morphogenesis,biological_process
2536,GO:0003315,heart rudiment formation,biological_process
2537,GO:0003316,establishment of myocardial progenitor cell apical/basal polarity,biological_process
2538,GO:0003317,cardioblast cell midline fusion,biological_process
2539,GO:0003318,cell migration to the midline involved in heart development,biological_process
2540,GO:0003319,cardioblast migration to the midline involved in heart rudiment formation,biological_process
2541,GO:0003320,heart rudiment involution,biological_process
2542,GO:0003321,positive regulation of blood pressure by epinephrine-norepinephrine,biological_process
2543,GO:0003322,pancreatic A cell development,biological_process
2544,GO:0003323,type B pancreatic cell development,biological_process
2545,GO:0003324,pancreatic D cell development,biological_process
2546,GO:0003325,pancreatic PP cell development,biological_process
2547,GO:0003326,pancreatic A cell fate commitment,biological_process
2548,GO:0003327,type B pancreatic cell fate commitment,biological_process
2549,GO:0003328,pancreatic D cell fate commitment,biological_process
2550,GO:0003329,pancreatic PP cell fate commitment,biological_process
2551,GO:0003330,regulation of extracellular matrix constituent secretion,biological_process
2552,GO:0003331,positive regulation of extracellular matrix constituent secretion,biological_process
2553,GO:0003332,negative regulation of extracellular matrix constituent secretion,biological_process
2554,GO:0003333,amino acid transmembrane transport,biological_process
2555,GO:0003334,keratinocyte development,biological_process
2556,GO:0003335,corneocyte development,biological_process
2557,GO:0003336,corneocyte desquamation,biological_process
2558,GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,biological_process
2559,GO:0003338,metanephros morphogenesis,biological_process
2560,GO:0003339,regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,biological_process
2561,GO:0003340,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,biological_process
2562,GO:0003341,cilium movement,biological_process
2563,GO:0003342,proepicardium development,biological_process
2564,GO:0003343,septum transversum development,biological_process
2565,GO:0003344,pericardium morphogenesis,biological_process
2566,GO:0003345,proepicardium cell migration involved in pericardium morphogenesis,biological_process
2567,GO:0003346,epicardium-derived cell migration to the myocardium,biological_process
2568,GO:0003347,epicardial cell to mesenchymal cell transition,biological_process
2569,GO:0003348,cardiac endothelial cell differentiation,biological_process
2570,GO:0003349,epicardium-derived cardiac endothelial cell differentiation,biological_process
2571,GO:0003350,pulmonary myocardium development,biological_process
2572,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,biological_process
2573,GO:0003352,regulation of cilium movement,biological_process
2574,GO:0003353,positive regulation of cilium movement,biological_process
2575,GO:0003354,negative regulation of cilium movement,biological_process
2576,GO:0003355,cilium movement involved in otolith formation,biological_process
2577,GO:0003356,regulation of cilium beat frequency,biological_process
2578,GO:0003357,noradrenergic neuron differentiation,biological_process
2579,GO:0003358,noradrenergic neuron development,biological_process
2580,GO:0003359,noradrenergic neuron fate commitment,biological_process
2581,GO:0003360,brainstem development,biological_process
2582,GO:0003361,noradrenergic neuron differentiation involved in brainstem development,biological_process
2583,GO:0003362,noradrenergic neuron fate commitment involved in brainstem development,biological_process
2584,GO:0003363,lamellipodium assembly involved in ameboidal cell migration,biological_process
2585,GO:0003364,lamellipodium assembly involved in mesendodermal cell migration,biological_process
2586,GO:0003365,establishment of cell polarity involved in ameboidal cell migration,biological_process
2587,GO:0003366,cell-matrix adhesion involved in ameboidal cell migration,biological_process
2588,GO:0003367,cell-cell adhesion involved in ameboidal cell migration,biological_process
2589,GO:0003368,cell-matrix adhesion involved in mesendodermal cell migration,biological_process
2590,GO:0003369,establishment of cell polarity involved in mesendodermal cell migration,biological_process
2591,GO:0003370,cell-cell adhesion involved in mesendodermal cell migration,biological_process
2592,GO:0003371,establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration,biological_process
2593,GO:0003372,establishment or maintenance of cytoskeleton polarity involved in mesendodermal cell migration,biological_process
2594,GO:0003373,dynamin family protein polymerization involved in membrane fission,biological_process
2595,GO:0003374,dynamin family protein polymerization involved in mitochondrial fission,biological_process
2596,GO:0003375,regulation of dynamin family protein polymerization involved in membrane fission,biological_process
2597,GO:0003376,sphingosine-1-phosphate receptor signaling pathway,biological_process
2598,GO:0003377,obsolete regulation of apoptosis by sphingosine-1-phosphate signaling pathway,biological_process
2599,GO:0003378,obsolete regulation of inflammatory response by sphingosine-1-phosphate signaling pathway,biological_process
2600,GO:0003379,establishment of cell polarity involved in gastrulation cell migration,biological_process
2601,GO:0003380,establishment or maintenance of cytoskeleton polarity involved in gastrulation,biological_process
2602,GO:0003381,epithelial cell morphogenesis involved in gastrulation,biological_process
2603,GO:0003382,epithelial cell morphogenesis,biological_process
2604,GO:0003383,apical constriction,biological_process
2605,GO:0003384,apical constriction involved in gastrulation,biological_process
2606,GO:0003385,cell-cell signaling involved in amphid sensory organ development,biological_process
2607,GO:0003386,amphid sensory organ development,biological_process
2608,GO:0003387,neuron differentiation involved in amphid sensory organ development,biological_process
2609,GO:0003388,neuron development involved in amphid sensory organ development,biological_process
2610,GO:0003389,retrograde extension,biological_process
2611,GO:0003390,dendrite development by retrograde extension,biological_process
2612,GO:0003391,amphid sensory organ dendrite retrograde extension,biological_process
2613,GO:0003392,cell adhesion involved in retrograde extension,biological_process
2614,GO:0003393,neuron migration involved in retrograde extension,biological_process
2615,GO:0003394,cell adhesion involved in dendrite retrograde extension,biological_process
2616,GO:0003395,neuron migration involved in dendrite retrograde extension,biological_process
2617,GO:0003396,cell adhesion involved in amphid sensory organ dendrite retrograde extension,biological_process
2618,GO:0003397,neuron migration involved in amphid sensory organ dendrite retrograde extension,biological_process
2619,GO:0003398,glial cell differentiation involved in amphid sensory organ development,biological_process
2620,GO:0003399,cytoneme morphogenesis,biological_process
2621,GO:0003400,regulation of COPII vesicle coating,biological_process
2622,GO:0003401,axis elongation,biological_process
2623,GO:0003402,planar cell polarity pathway involved in axis elongation,biological_process
2624,GO:0003403,optic vesicle formation,biological_process
2625,GO:0003404,optic vesicle morphogenesis,biological_process
2626,GO:0003405,optic vesicle elongation,biological_process
2627,GO:0003406,retinal pigment epithelium development,biological_process
2628,GO:0003407,neural retina development,biological_process
2629,GO:0003408,optic cup formation involved in camera-type eye development,biological_process
2630,GO:0003409,optic cup structural organization,biological_process
2631,GO:0003410,anterior rotation of the optic cup,biological_process
2632,GO:0003411,cell motility involved in camera-type eye morphogenesis,biological_process
2633,GO:0003412,establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis,biological_process
2634,GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis,biological_process
2635,GO:0003414,chondrocyte morphogenesis involved in endochondral bone morphogenesis,biological_process
2636,GO:0003415,chondrocyte hypertrophy,biological_process
2637,GO:0003416,endochondral bone growth,biological_process
2638,GO:0003417,growth plate cartilage development,biological_process
2639,GO:0003418,growth plate cartilage chondrocyte differentiation,biological_process
2640,GO:0003419,growth plate cartilage chondrocyte proliferation,biological_process
2641,GO:0003420,regulation of growth plate cartilage chondrocyte proliferation,biological_process
2642,GO:0003421,growth plate cartilage axis specification,biological_process
2643,GO:0003422,growth plate cartilage morphogenesis,biological_process
2644,GO:0003423,growth plate cartilage chondrocyte division,biological_process
2645,GO:0003424,establishment of cell polarity involved in growth plate cartilage chondrocyte division,biological_process
2646,GO:0003425,establishment of mitotic spindle orientation involved in growth plate cartilage chondrocyte division,biological_process
2647,GO:0003426,cytoskeleton polarization involved in growth plate cartilage chondrocyte division,biological_process
2648,GO:0003427,regulation of cytoskeleton polarization involved in growth plate cartilage chondrocyte division,biological_process
2649,GO:0003428,chondrocyte intercalation involved in growth plate cartilage morphogenesis,biological_process
2650,GO:0003429,growth plate cartilage chondrocyte morphogenesis,biological_process
2651,GO:0003430,growth plate cartilage chondrocyte growth,biological_process
2652,GO:0003431,growth plate cartilage chondrocyte development,biological_process
2653,GO:0003432,cell growth involved in growth plate cartilage chondrocyte morphogenesis,biological_process
2654,GO:0003433,chondrocyte development involved in endochondral bone morphogenesis,biological_process
2655,GO:0003434,BMP signaling pathway involved in growth plate cartilage chondrocyte development,biological_process
2656,GO:0003435,smoothened signaling pathway involved in growth plate cartilage chondrocyte development,biological_process
2657,GO:0003436,regulation of cell adhesion involved in growth plate cartilage morphogenesis,biological_process
2658,GO:0003437,regulation of cell communication involved in growth plate cartilage morphogenesis,biological_process
2659,GO:0003673,obsolete Gene_Ontology,biological_process
2660,GO:0003674,molecular_function,molecular_function
2661,GO:0003675,obsolete protein,cellular_component
2662,GO:0003676,nucleic acid binding,molecular_function
2663,GO:0003677,DNA binding,molecular_function
2664,GO:0003678,DNA helicase activity,molecular_function
2665,GO:0003680,minor groove of adenine-thymine-rich DNA binding,molecular_function
2666,GO:0003681,bent DNA binding,molecular_function
2667,GO:0003682,chromatin binding,molecular_function
2668,GO:0003683,obsolete lamin/chromatin binding,molecular_function
2669,GO:0003684,damaged DNA binding,molecular_function
2670,GO:0003685,obsolete DNA repair protein,molecular_function
2671,GO:0003686,obsolete DNA repair enzyme,molecular_function
2672,GO:0003687,obsolete DNA replication factor,molecular_function
2673,GO:0003688,DNA replication origin binding,molecular_function
2674,GO:0003689,DNA clamp loader activity,molecular_function
2675,GO:0003690,double-stranded DNA binding,molecular_function
2676,GO:0003691,double-stranded telomeric DNA binding,molecular_function
2677,GO:0003692,left-handed Z-DNA binding,molecular_function
2678,GO:0003693,P-element binding,molecular_function
2679,GO:0003694,obsolete plasmid binding,molecular_function
2680,GO:0003695,obsolete random coil DNA binding,molecular_function
2681,GO:0003696,satellite DNA binding,molecular_function
2682,GO:0003697,single-stranded DNA binding,molecular_function
2683,GO:0003700,DNA-binding transcription factor activity,molecular_function
2684,GO:0003701,obsolete RNA polymerase I transcription factor activity,molecular_function
2685,GO:0003702,obsolete RNA polymerase II transcription factor activity,molecular_function
2686,GO:0003704,obsolete specific RNA polymerase II transcription factor activity,molecular_function
2687,GO:0003706,obsolete ligand-regulated transcription factor activity,molecular_function
2688,GO:0003707,steroid hormone receptor activity,molecular_function
2689,GO:0003709,obsolete RNA polymerase III transcription factor activity,molecular_function
2690,GO:0003711,transcription elongation regulator activity,molecular_function
2691,GO:0003712,transcription coregulator activity,molecular_function
2692,GO:0003713,transcription coactivator activity,molecular_function
2693,GO:0003714,transcription corepressor activity,molecular_function
2694,GO:0003715,obsolete transcription termination factor activity,molecular_function
2695,GO:0003716,obsolete RNA polymerase I transcription termination factor activity,molecular_function
2696,GO:0003717,obsolete RNA polymerase II transcription termination factor activity,molecular_function
2697,GO:0003718,obsolete RNA polymerase III transcription termination factor activity,molecular_function
2698,GO:0003719,"obsolete transcription factor binding, cytoplasmic sequestering",molecular_function
2699,GO:0003720,telomerase activity,molecular_function
2700,GO:0003721,telomerase RNA reverse transcriptase activity,molecular_function
2701,GO:0003723,RNA binding,molecular_function
2702,GO:0003724,RNA helicase activity,molecular_function
2703,GO:0003725,double-stranded RNA binding,molecular_function
2704,GO:0003726,double-stranded RNA adenosine deaminase activity,molecular_function
2705,GO:0003727,single-stranded RNA binding,molecular_function
2706,GO:0003729,mRNA binding,molecular_function
2707,GO:0003730,mRNA 3'-UTR binding,molecular_function
2708,GO:0003731,obsolete mRNA cap binding,molecular_function
2709,GO:0003732,obsolete snRNA cap binding,molecular_function
2710,GO:0003733,obsolete ribonucleoprotein,molecular_function
2711,GO:0003734,obsolete small nuclear ribonucleoprotein,molecular_function
2712,GO:0003735,structural constituent of ribosome,molecular_function
2713,GO:0003743,translation initiation factor activity,molecular_function
2714,GO:0003746,translation elongation factor activity,molecular_function
2715,GO:0003747,translation release factor activity,molecular_function
2716,GO:0003750,obsolete cell cycle regulator,molecular_function
2717,GO:0003754,obsolete chaperone activity,molecular_function
2718,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,molecular_function
2719,GO:0003756,protein disulfide isomerase activity,molecular_function
2720,GO:0003759,obsolete glycoprotein-specific chaperone activity,molecular_function
2721,GO:0003762,obsolete histone-specific chaperone activity,molecular_function
2722,GO:0003763,obsolete chaperonin ATPase activity,molecular_function
2723,GO:0003767,obsolete co-chaperone activity,molecular_function
2724,GO:0003772,obsolete co-chaperonin activity,molecular_function
2725,GO:0003773,obsolete heat shock protein activity,molecular_function
2726,GO:0003774,motor activity,molecular_function
2727,GO:0003775,obsolete axonemal motor activity,molecular_function
2728,GO:0003776,obsolete muscle motor activity,molecular_function
2729,GO:0003777,microtubule motor activity,molecular_function
2730,GO:0003778,obsolete dynactin motor,molecular_function
2731,GO:0003779,actin binding,molecular_function
2732,GO:0003780,obsolete actin cross-linking activity,molecular_function
2733,GO:0003781,obsolete actin bundling activity,molecular_function
2734,GO:0003782,obsolete F-actin capping activity,molecular_function
2735,GO:0003783,obsolete barbed-end actin capping activity,molecular_function
2736,GO:0003784,obsolete barbed-end actin capping/severing activity,molecular_function
2737,GO:0003785,actin monomer binding,molecular_function
2738,GO:0003786,actin lateral binding,molecular_function
2739,GO:0003787,obsolete actin depolymerizing activity,molecular_function
2740,GO:0003788,obsolete actin monomer sequestering activity,molecular_function
2741,GO:0003789,obsolete actin filament severing activity,molecular_function
2742,GO:0003790,obsolete actin modulating activity,molecular_function
2743,GO:0003791,obsolete membrane associated actin binding,molecular_function
2744,GO:0003792,obsolete regulation of actin thin filament length activity,molecular_function
2745,GO:0003793,obsolete defense/immunity protein activity,molecular_function
2746,GO:0003794,obsolete acute-phase response protein activity,molecular_function
2747,GO:0003795,obsolete antimicrobial peptide activity,molecular_function
2748,GO:0003796,lysozyme activity,molecular_function
2749,GO:0003797,obsolete antibacterial peptide activity,molecular_function
2750,GO:0003798,obsolete male-specific antibacterial peptide activity,molecular_function
2751,GO:0003799,obsolete antifungal peptide activity,molecular_function
2752,GO:0003800,obsolete antiviral response protein activity,molecular_function
2753,GO:0003801,obsolete blood coagulation factor activity,molecular_function
2754,GO:0003802,obsolete coagulation factor VIIa activity,molecular_function
2755,GO:0003803,obsolete coagulation factor IXa activity,molecular_function
2756,GO:0003804,obsolete coagulation factor Xa activity,molecular_function
2757,GO:0003805,obsolete coagulation factor XIa activity,molecular_function
2758,GO:0003806,obsolete coagulation factor XIIa activity,molecular_function
2759,GO:0003807,obsolete plasma kallikrein activity,molecular_function
2760,GO:0003808,obsolete protein C (activated) activity,molecular_function
2761,GO:0003809,obsolete thrombin activity,molecular_function
2762,GO:0003810,protein-glutamine gamma-glutamyltransferase activity,molecular_function
2763,GO:0003811,obsolete complement activity,molecular_function
2764,GO:0003812,obsolete alternative-complement-pathway C3/C5 convertase activity,molecular_function
2765,GO:0003813,obsolete classical-complement-pathway C3/C5 convertase activity,molecular_function
2766,GO:0003815,obsolete complement component C1r activity,molecular_function
2767,GO:0003816,obsolete complement component C1s activity,molecular_function
2768,GO:0003817,obsolete complement factor D activity,molecular_function
2769,GO:0003818,obsolete complement factor I activity,molecular_function
2770,GO:0003819,obsolete major histocompatibility complex antigen,molecular_function
2771,GO:0003820,obsolete class I major histocompatibility complex antigen,molecular_function
2772,GO:0003821,obsolete class II major histocompatibility complex antigen,molecular_function
2773,GO:0003822,obsolete MHC-interacting protein,molecular_function
2774,GO:0003823,antigen binding,molecular_function
2775,GO:0003824,catalytic activity,molecular_function
2776,GO:0003825,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",molecular_function
2777,GO:0003826,alpha-ketoacid dehydrogenase activity,molecular_function
2778,GO:0003827,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",molecular_function
2779,GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",molecular_function
2780,GO:0003829,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",molecular_function
2781,GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",molecular_function
2782,GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",molecular_function
2783,GO:0003832,beta-alanyl-dopamine hydrolase activity,molecular_function
2784,GO:0003833,beta-alanyl-dopamine synthase activity,molecular_function
2785,GO:0003834,"beta-carotene 15,15'-monooxygenase activity",molecular_function
2786,GO:0003835,"beta-galactoside alpha-2,6-sialyltransferase activity",molecular_function
2787,GO:0003836,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",molecular_function
2788,GO:0003837,beta-ureidopropionase activity,molecular_function
2789,GO:0003838,sterol 24-C-methyltransferase activity,molecular_function
2790,GO:0003839,gamma-glutamylcyclotransferase activity,molecular_function
2791,GO:0003840,obsolete gamma-glutamyltransferase activity,molecular_function
2792,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,molecular_function
2793,GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity,molecular_function
2794,GO:0003843,"1,3-beta-D-glucan synthase activity",molecular_function
2795,GO:0003844,"1,4-alpha-glucan branching enzyme activity",molecular_function
